"date","weighted","close","high","low","open","volume"
"2015-08-19","226","226","247.95","214.29","246.72","55514712.14"
"2015-08-20","234.66","234.66","238.03","225.54","226","21225055.42"
"2015-08-21","232.4","232.4","236.3","230.48","234.66","13485729.48"
"2015-08-22","229.54","229.54","235.07","221.04","232.4","16976922.67"
"2015-08-23","226.75","226.75","232.7","224.27","229.54","11204081.47"
"2015-08-24","211.43","211.43","228.43","207.82","226.75","43008579.43"
"2015-08-25","220.51","220.51","226.55","196.26","211.43","40651749.53"
"2015-08-26","224.97","224.97","230.69","218.79","220.51","20986286.41"
"2015-08-27","222.73","222.73","228.44","222","224.97","13631111.36"
"2015-08-28","231.64","231.64","234.81","219.6","222.73","20751420.42"
"2015-08-29","228.5","228.5","233.09","226.35","231.64","10072201.21"
"2015-08-30","228.4","228.4","232.32","225.44","228.5","9118089.39"
"2015-08-31","229.47","229.47","231.79","224.2","228.4","12521966.49"
"2015-09-01","227.18","227.18","231.45","225.76","229.47","15206241.05"
"2015-09-02","228.63","228.63","230.59","225.57","227.18","13443780.85"
"2015-09-03","226.2","226.2","229.62","225.36","228.63","12337406.44"
"2015-09-04","230.25","230.25","231.06","225.75","226.2","14174313.31"
"2015-09-05","233.67","233.67","235.61","228.29","230.25","11253257.52"
"2015-09-06","239.86","239.86","243.64","234.74","233.67","15939620.21"
"2015-09-07","239.58","239.58","242.66","237.49","239.86","13744695.27"
"2015-09-08","243.24","243.24","246.38","239.23","239.58","18605471.98"
"2015-09-09","237.41","237.41","244.34","236.49","243.24","16636258.68"
"2015-09-10","238.08","238.08","240.63","234.31","237.41","14447606.84"
"2015-09-11","239.9","239.9","241.02","237.38","238.08","10992443.1"
"2015-09-12","235.6","235.6","240.32","233.32","239.9","10407178.6"
"2015-09-13","230.19","230.19","236.16","228.28","235.6","11983360.26"
"2015-09-14","229.91","229.91","232.64","225.96","230.19","14070910.12"
"2015-09-15","229.53","229.53","242.83","228.03","229.91","11425472.46"
"2015-09-16","228.6","228.6","230.89","225.05","229.53","11866728.14"
"2015-09-17","232.72","232.72","235.17","227.95","228.6","12975914.38"
"2015-09-18","232.21","232.21","234.69","230.58","232.72","12397851.98"
"2015-09-19","231.11","231.11","233.35","230.21","232.21","8004103.62"
"2015-09-20","231.09","231.09","232.67","229.93","231.11","7676869.88"
"2015-09-21","226.33","226.33","231.63","225","231.09","12180039.21"
"2015-09-22","230.01","230.01","233.24","224.07","226.33","16390021.59"
"2015-09-23","229.89","229.89","232.2","228.5","230.01","10064288.46"
"2015-09-24","233.76","233.76","235.84","229.57","229.89","16797644.6"
"2015-09-25","235.03","235.03","237.58","232.7","233.76","14510987.84"
"2015-09-26","234.3","234.3","235.71","232.74","235.03","9449846.08"
"2015-09-27","232.5","232.5","234.75","231.84","234.3","8429802.53"
"2015-09-28","238.87","238.87","240.39","232.37","232.5","15282768.65"
"2015-09-29","236.71","236.71","240.39","234.8","238.87","13637645.5"
"2015-09-30","235.93","235.93","237.83","234.39","236.71","11946864.9"
"2015-10-01","237.05","237.05","238.66","234.7","235.93","12534482.83"
"2015-10-02","236.71","236.71","238.45","235.14","237.05","11378441.69"
"2015-10-03","238.58","238.58","239.52","236.07","236.71","10338780.01"
"2015-10-04","238.33","238.33","277.58","237.51","238.58","7618430.27"
"2015-10-05","240.15","240.15","240.53","236.41","238.33","14631928.87"
"2015-10-06","246.14","246.14","247.61","239.36","240.15","19242190.45"
"2015-10-07","242.98","242.98","247.28","241.65","246.14","15363142.53"
"2015-10-08","242.58","242.58","244.79","241.57","242.98","10762328.45"
"2015-10-09","244.04","244.04","244.56","241.34","242.58","9897714.74"
"2015-10-10","245.35","245.35","245.93","242.89","244.04","9547124.76"
"2015-10-11","247.65","247.65","248.26","244.47","245.35","10232454.52"
"2015-10-12","245.35","245.35","248.02","244.65","247.65","9961674.07"
"2015-10-13","248.78","248.78","251.19","243.11","245.35","18553307.06"
"2015-10-14","252.33","252.33","255.06","248.28","248.78","17511356.73"
"2015-10-15","254.44","254.44","256.76","251.17","252.33","15465023.84"
"2015-10-16","262.87","262.87","267.27","253.93","254.44","24886162.93"
"2015-10-17","269.58","269.58","275.41","261.74","262.87","30715446.42"
"2015-10-18","261.67","261.67","272.44","259.53","269.58","13921233.73"
"2015-10-19","263.82","263.82","265.95","259.89","261.67","15352671.06"
"2015-10-20","269.75","269.75","272.12","262.7","263.82","20200355.34"
"2015-10-21","267.11","267.11","272.17","263.54","269.75","16006977.1"
"2015-10-22","274.42","274.42","278.74","266.8","267.11","25481882.58"
"2015-10-23","276.92","276.92","279.77","273.17","274.42","19221822.38"
"2015-10-24","282.56","282.56","283.05","277.01","276.92","16875626.47"
"2015-10-25","287.86","287.86","295.56","281.75","282.56","32946170.24"
"2015-10-26","285.15","285.15","287.62","279.62","287.86","20794049.79"
"2015-10-27","294.66","294.66","298.43","285.09","285.15","31003938.2"
"2015-10-28","303.54","303.54","307.46","294.02","294.66","35117112.66"
"2015-10-29","313.63","313.63","318.48","300.16","303.54","43194878.81"
"2015-10-30","327.12","327.12","334.92","310.82","313.63","50796456.31"
"2015-10-31","311.24","311.24","333.25","304.6","327.12","33762428.44"
"2015-11-01","322.95","322.95","324.34","304.72","311.24","23427549.6"
"2015-11-02","359.28","359.28","365.75","319.75","322.95","76864059.45"
"2015-11-03","396.49","396.49","416.78","354.58","359.28","163481625.82"
"2015-11-04","400.89","400.89","492.8","368.62","396.49","229673024.39"
"2015-11-05","382.7","382.7","447.24","366.08","400.89","121763708.16"
"2015-11-06","369.81","369.81","396.35","348.84","382.7","94921694.02"
"2015-11-07","385.09","385.09","391.75","368.98","369.81","39495095"
"2015-11-08","371.56","371.56","389.78","365.49","385.09","35907981.64"
"2015-11-09","380.22","380.22","385.11","360.17","371.56","47074440.94"
"2015-11-10","336.69","336.69","381.38","323.21","380.22","74896052.37"
"2015-11-11","304.71","304.71","341.76","292.38","336.69","83078426.53"
"2015-11-12","333.85","333.85","346.13","306.07","304.71","54120828.19"
"2015-11-13","333.77","333.77","341.79","323.91","333.85","32480298.94"
"2015-11-14","331.77","331.77","369.8","326.35","333.77","23836097.89"
"2015-11-15","317.45","317.45","334.78","314.16","331.77","28640663.53"
"2015-11-16","330.21","330.21","332.01","314.06","317.45","28260517.56"
"2015-11-17","333.91","333.91","342.91","328.15","330.21","32944787.48"
"2015-11-18","335.92","335.92","337.39","329.42","333.91","26194853.26"
"2015-11-19","324.98","324.98","335.64","323.36","335.92","28543062.16"
"2015-11-20","321.12","321.12","327.06","309.48","324.98","35090324.43"
"2015-11-21","324.7","324.7","328.42","318.37","321.12","14652996.7"
"2015-11-22","322.78","322.78","326.94","319.35","324.7","11915632.14"
"2015-11-23","322.12","322.12","325","319.89","322.78","13839023.95"
"2015-11-24","318.35","318.35","323.26","315.54","322.12","16282941.39"
"2015-11-25","327.52","327.52","330.04","315.69","318.35","25200934.79"
"2015-11-26","353.74","353.74","368.92","327.4","327.52","73395832.57"
"2015-11-27","359.52","359.52","363.9","345.15","353.74","36955394.2"
"2015-11-28","355.83","355.83","360.08","350.49","359.52","19988111.49"
"2015-11-29","370.84","370.84","372.84","354.55","355.83","24546100.04"
"2015-11-30","377.97","377.97","382.56","367.87","370.84","48913368.38"
"2015-12-01","361.8","361.8","379.02","353.66","377.97","40821470.73"
"2015-12-02","359.98","359.98","363.43","347.16","361.8","32881089.02"
"2015-12-03","360.31","360.31","371.37","355.47","359.98","31673283.3"
"2015-12-04","361.67","361.67","363.95","354.31","360.31","21820610.2"
"2015-12-05","386.69","386.69","390.28","361.5","361.67","43438102.1"
"2015-12-06","393.38","393.38","402.19","382.62","386.69","52068577.43"
"2015-12-07","394.28","394.28","398.74","381.69","393.38","38102878.77"
"2015-12-08","410.67","410.67","411.07","388.03","394.28","29543120.08"
"2015-12-09","416","416","424.58","403.26","410.67","61289838.7"
"2015-12-10","415.49","415.49","420.36","409.53","416","29794270.99"
"2015-12-11","449.83","449.83","453.37","413.72","415.49","76433917.46"
"2015-12-12","432.29","432.29","467.71","403.69","449.83","91838640.61"
"2015-12-13","434.69","434.69","440.97","420.76","432.29","27898250.74"
"2015-12-14","442","442","449.45","428.84","434.69","97068568.78"
"2015-12-15","462.65","462.65","464.23","440.72","442","48912227.87"
"2015-12-16","453.98","453.98","465.16","437.37","462.65","84336145.39"
"2015-12-17","455.53","455.53","458.44","447.29","453.98","29344348.08"
"2015-12-18","463.18","463.18","466.12","453.46","455.53","38425211.05"
"2015-12-19","461.2","461.2","465.99","452.33","463.18","28327900.15"
"2015-12-20","441.78","441.78","462.76","431.1","461.2","54316484.95"
"2015-12-21","437.59","437.59","445.54","423.99","441.78","53270215.6"
"2015-12-22","437.03","437.03","443.22","433.25","437.59","28845536.39"
"2015-12-23","442.43","442.43","444.78","434.28","437.03","27877349.1"
"2015-12-24","452.98","452.98","460.62","441.76","442.43","36096662.15"
"2015-12-25","454.05","454.05","457.44","449.52","452.98","19251958.85"
"2015-12-26","415.37","415.37","456.48","400.45","454.05","88564770.72"
"2015-12-27","422.39","422.39","425.51","406.09","415.37","28259303.48"
"2015-12-28","421.76","421.76","429.85","417.14","422.39","28978639.73"
"2015-12-29","431.92","431.92","433.56","419.3","421.76","30163445.65"
"2015-12-30","427.15","427.15","435.04","420.77","431.92","29289416.54"
"2015-12-31","429.95","429.95","433.12","417.14","427.15","27758278.73"
"2016-01-01","433.99","433.99","437.95","425.86","429.95","20334286.58"
"2016-01-02","433.72","433.72","437.43","430.73","433.99","14566820.95"
"2016-01-03","430.7","430.7","434.14","423.09","433.72","23490162.61"
"2016-01-04","433.32","433.32","435.26","428.6","430.7","22943968.22"
"2016-01-05","431.2","431.2","435.25","428.87","433.32","19499588.99"
"2016-01-06","430.82","430.82","432.11","425","431.2","18702334.67"
"2016-01-07","457.05","457.05","457.54","428.52","430.82","58253615.03"
"2016-01-08","452.87","452.87","462.92","446.51","457.05","41594025.32"
"2016-01-09","448.31","448.31","454.55","444.9","452.87","17967113.95"
"2016-01-10","446.19","446.19","448.88","438.62","448.31","19778456.68"
"2016-01-11","447.72","447.72","451.08","441.77","446.19","25358480.83"
"2016-01-12","445.04","445.04","448.41","443.14","447.72","19913400.66"
"2016-01-13","432.18","432.18","443.72","420.39","445.04","39525195.32"
"2016-01-14","429.13","429.13","433.74","427.01","432.18","19948730.59"
"2016-01-15","372.26","372.26","430.15","364.71","429.13","107060613.39"
"2016-01-16","385.04","385.04","386.72","350.39","372.26","68297105.65"
"2016-01-17","382.47","382.47","390.72","377.71","385.04","25464382.4"
"2016-01-18","384.4","384.4","387.29","373.21","382.47","26546465.91"
"2016-01-19","379.46","379.46","386.69","375.89","384.4","25417876.87"
"2016-01-20","414.58","414.58","425.72","374.05","379.46","76873917.15"
"2016-01-21","410.24","410.24","423.42","403.86","414.58","37264942.18"
"2016-01-22","382.65","382.65","411.49","374.9","410.24","56548790.09"
"2016-01-23","388.61","388.61","395.43","380.27","382.65","23908533.75"
"2016-01-24","402.13","402.13","405.4","385.53","388.61","25770175.58"
"2016-01-25","392.76","392.76","403.78","386.85","402.13","26793044.72"
"2016-01-26","389.78","389.78","397.74","387.9","392.76","22384754.5"
"2016-01-27","395.02","395.02","397.37","389.35","389.78","17297117.36"
"2016-01-28","379.69","379.69","395.42","376.71","395.02","29717813.05"
"2016-01-29","380.29","380.29","385.75","363.49","379.69","51927041.84"
"2016-01-30","377.76","377.76","381.75","375.04","380.29","13720656.84"
"2016-01-31","369.84","369.84","380.54","366.88","377.76","14718855.75"
"2016-02-01","372.18","372.18","379.78","365.27","369.84","27728088.91"
"2016-02-02","373.92","373.92","376.63","371.4","372.18","19123252.48"
"2016-02-03","368.02","368.02","375.89","366.2","373.92","22266682.14"
"2016-02-04","390.65","390.65","391.83","368.05","368.02","38961905.49"
"2016-02-05","386.46","386.46","391.15","384.48","390.65","23688228.07"
"2016-02-06","376.68","376.68","386.35","372.87","386.46","29801286.8"
"2016-02-07","377.94","377.94","382.61","375.28","376.68","15395728.35"
"2016-02-08","372.63","372.63","380.92","372.1","377.94","23424062.52"
"2016-02-09","375.32","375.32","377.59","371.42","372.63","20801701.37"
"2016-02-10","381.88","381.88","385.38","374.09","375.32","37137791.06"
"2016-02-11","379.45","379.45","383.23","372.75","381.88","23858467.37"
"2016-02-12","384.04","384.04","386.4","379.32","379.45","20685663.27"
"2016-02-13","390.1","390.1","392.57","383.31","384.04","18757146.48"
"2016-02-14","405.5","405.5","405.93","390.06","390.1","29442484.67"
"2016-02-15","401.07","401.07","410.85","396.56","405.5","34862753.81"
"2016-02-16","406.42","406.42","409.75","398","401.07","27726590.05"
"2016-02-17","417.14","417.14","421.45","405.05","406.42","37559686.21"
"2016-02-18","421.4","421.4","425.51","414.78","417.14","32541108.12"
"2016-02-19","419.98","419.98","424.26","416.36","421.4","21991480.98"
"2016-02-20","440.06","440.06","442.66","419.49","419.98","48500793.67"
"2016-02-21","437.87","437.87","447.61","425.47","440.06","44120520.96"
"2016-02-22","437.79","437.79","440.18","431.3","437.87","24563748.2"
"2016-02-23","419.9","419.9","440.76","414.36","437.79","39915706.29"
"2016-02-24","422.72","422.72","425.17","410.36","419.9","28041199.85"
"2016-02-25","423.48","423.48","427.18","417.51","422.72","22692099.41"
"2016-02-26","427.32","427.32","427.58","419.11","423.48","22642013.92"
"2016-02-27","431.3","431.3","434.14","427.3","427.32","18543436.43"
"2016-02-28","432.47","432.47","435.62","421.22","431.3","21876091.34"
"2016-02-29","436.21","436.21","441.32","429.83","432.47","30077319.62"
"2016-03-01","434.04","434.04","439.02","428.49","436.21","29312670.84"
"2016-03-02","425.36","425.36","435.91","423.85","434.04","24894311.79"
"2016-03-03","419.56","419.56","425.83","414.94","425.36","33188751.08"
"2016-03-04","409.48","409.48","423.39","407.2","419.56","31416610.3"
"2016-03-05","399","399","410.06","386.93","409.48","51725937.08"
"2016-03-06","405.96","405.96","412.02","393.09","399","25324456.27"
"2016-03-07","414.87","414.87","416.58","401.98","405.96","25349627.97"
"2016-03-08","411.9","411.9","416.72","408.42","414.87","22204517.93"
"2016-03-09","412.76","412.76","414.88","408.94","411.9","21035428.97"
"2016-03-10","415.83","415.83","417.48","410.27","412.76","23114636.62"
"2016-03-11","419.11","419.11","422.4","415.11","415.83","25469781.33"
"2016-03-12","410.36","410.36","420.67","407.03","419.11","24660321.63"
"2016-03-13","412.41","412.41","415.93","409.57","410.36","14457108"
"2016-03-14","414.31","414.31","416.08","411.19","412.41","20471909.73"
"2016-03-15","415.13","415.13","417.37","412.31","414.31","20227610.88"
"2016-03-16","415.91","415.91","416.95","413.32","415.13","18509954.18"
"2016-03-17","418.16","418.16","419.56","415.33","415.91","18409340.68"
"2016-03-18","408.16","408.16","418.58","402.48","418.16","27178165.73"
"2016-03-19","408.69","408.69","410.49","402.13","408.16","15084656.26"
"2016-03-20","411.53","411.53","413.45","407.24","408.69","12577521.63"
"2016-03-21","411.11","411.11","413.09","407.25","411.53","17735457.25"
"2016-03-22","416.21","416.21","417.94","410.78","411.11","20425092.47"
"2016-03-23","416.98","416.98","419.58","414.18","416.21","16946522.38"
"2016-03-24","414.74","414.74","417.68","412.88","416.98","16210672.62"
"2016-03-25","415.71","415.71","417.3","412.41","414.74","14431200.38"
"2016-03-26","416.51","416.51","417.71","413.93","415.71","11696306.67"
"2016-03-27","424.57","424.57","427.36","415.5","416.51","26137150.51"
"2016-03-28","422.21","422.21","425.36","419.7","424.57","18410749.99"
"2016-03-29","415","415","424.53","406.36","422.21","28765857.05"
"2016-03-30","412.44","412.44","416.22","408.4","415","17890792.61"
"2016-03-31","415.66","415.66","417.16","411.45","412.44","17407273.19"
"2016-04-01","415.64","415.64","416.86","412.79","415.66","15852511.01"
"2016-04-02","418.51","418.51","420.09","415.09","415.64","13137339.89"
"2016-04-03","419.06","419.06","420.18","416.95","418.51","9591214.82"
"2016-04-04","419.33","419.33","420.39","416.21","419.06","14031939.65"
"2016-04-05","422.07","422.07","423.67","417.95","419.33","17260368.39"
"2016-04-06","421.26","421.26","422.81","419.54","422.07","13836754.91"
"2016-04-07","420.14","420.14","422.03","417.94","421.26","15200495.86"
"2016-04-08","417.69","417.69","423.51","415.5","420.14","19810838.26"
"2016-04-09","418.05","418.05","418.85","412.39","417.69","12291880.83"
"2016-04-10","420.25","420.25","421.63","416.69","418.05","9806327.9"
"2016-04-11","421.43","421.43","422.35","418.11","420.25","15374195.04"
"2016-04-12","424.74","424.74","426.69","420.7","421.43","24580503.64"
"2016-04-13","423.47","423.47","426.58","421.41","424.74","16183793.93"
"2016-04-14","424.02","424.02","425.44","421.84","423.47","13038970.54"
"2016-04-15","428.67","428.67","429.49","423.25","424.02","23214560.1"
"2016-04-16","430.05","430.05","432","426.84","428.67","12517265.78"
"2016-04-17","426.26","426.26","430.62","423.79","430.05","10980868.31"
"2016-04-18","427.69","427.69","429.07","424.35","426.26","13951524.85"
"2016-04-19","434.92","434.92","436.07","426.84","427.69","19713466.34"
"2016-04-20","441.16","441.16","442.86","432.51","434.92","32655415.81"
"2016-04-21","449.34","449.34","450.8","439.53","441.16","28168774.29"
"2016-04-22","445.28","445.28","450.19","441.9","449.34","22225157.27"
"2016-04-23","450.08","450.08","451.48","443.07","445.28","18998211.55"
"2016-04-24","457.56","457.56","461.78","447.89","450.08","33984269.34"
"2016-04-25","461.73","461.73","466.23","451.79","457.56","37614684.81"
"2016-04-26","466","466","468.86","459.23","461.73","31451239.15"
"2016-04-27","447.01","447.01","467.87","444.62","466","41539684.76"
"2016-04-28","448.48","448.48","450.1","433.9","447.01","36369788.38"
"2016-04-29","454.98","454.98","456.31","445.22","448.48","20264761.95"
"2016-04-30","448.53","448.53","456.86","446.65","454.98","15994805.53"
"2016-05-01","452.24","452.24","454.21","447.52","448.53","9838490.74"
"2016-05-02","444.18","444.18","453.87","440.21","452.24","32863011.95"
"2016-05-03","450.27","450.27","451.54","441.55","444.18","22292253.48"
"2016-05-04","445.8","445.8","450.87","444.22","450.27","17676609.71"
"2016-05-05","448.08","448.08","449.19","444.35","445.8","18765369.38"
"2016-05-06","459.56","459.56","461.48","445.72","448.08","31122708.07"
"2016-05-07","458.46","458.46","460.61","454.6","459.56","14247601.97"
"2016-05-08","457.87","457.87","460.18","454.94","458.46","12689581.18"
"2016-05-09","460.44","460.44","464.18","455.38","457.87","22322043.96"
"2016-05-10","449.36","449.36","462.14","446.81","460.44","27247925.23"
"2016-05-11","452.5","452.5","456.15","449.59","449.36","18137209.37"
"2016-05-12","454.43","454.43","455.34","448.4","452.5","22252919.49"
"2016-05-13","455.41","455.41","457.22","451.49","454.43","14768796.02"
"2016-05-14","456.44","456.44","457.74","453.58","455.41","9319128.91"
"2016-05-15","458.11","458.11","460.28","455","456.44","9745309.9"
"2016-05-16","454.87","454.87","459.57","450.73","458.11","16731954.01"
"2016-05-17","453.25","453.25","456.3","451.71","454.87","15741822.36"
"2016-05-18","454.22","454.22","456.65","452.35","453.25","14884550.93"
"2016-05-19","442.66","442.66","455.19","441.12","454.22","26626097.5"
"2016-05-20","442.11","442.11","447.76","435.42","442.66","21415312.04"
"2016-05-21","443.64","443.64","445.24","439.73","442.11","10213550.36"
"2016-05-22","439.62","439.62","444.24","436.94","443.64","12691382.29"
"2016-05-23","443.69","443.69","444.99","438.24","439.62","15885933.69"
"2016-05-24","446.11","446.11","447.9","442.02","443.69","14837671.76"
"2016-05-25","449.78","449.78","451.21","445.35","446.11","16954105.43"
"2016-05-26","453.3","453.3","454.25","447.67","449.78","17093327.23"
"2016-05-27","474.05","474.05","479.22","452.71","453.3","63894987.38"
"2016-05-28","524.22","524.22","531.76","467.05","474.05","75400711.07"
"2016-05-29","516.18","518.98","549","470","524.22","81747792.99"
"2016-05-30","532.25","529","544.18","512.81","516.05","41924869.52"
"2016-05-31","529.01","531.19","546.92","510.97","532.26","62343534.7"
"2016-06-01","537.25","535.57","542.26","485.9","528.92","39803739.69"
"2016-06-02","537","537.12","541.55","530.47","537.4","29372439.29"
"2016-06-03","566.92","569","576.03","534.34","537.1","60968260.76"
"2016-06-04","572.03","572.45","592.68","560.87","567.03","51768466.58"
"2016-06-05","574.96","574.07","583.67","567.77","571.95","37912247.08"
"2016-06-06","583.56","585","586.73","571.67","574.91","37726003.38"
"2016-06-07","575.65","578.2","591.32","543.63","583.58","51071312.97"
"2016-06-08","580.46","581.98","582.44","567.78","575.58","29486936.08"
"2016-06-09","574.74","575.01","581.98","569.26","580.51","28801415.97"
"2016-06-10","577.92","579.77","581.8","571.14","574.69","27089106.46"
"2016-06-11","591.54","609.42","609.44","576.29","577.89","25778128.17"
"2016-06-12","665.97","667.06","683.85","592.79","591.6","142979472.98"
"2016-06-13","699.91","703.37","718.24","652.78","666.55","152174983.57"
"2016-06-14","685","685.75","703.95","647.26","700.07","95422636.86"
"2016-06-15","690.67","696","697.59","670.45","685.14","55165898.38"
"2016-06-16","760.8","765.77","776.71","687.43","690.77","173960434.1"
"2016-06-17","743.93","749.96","776","702","761.21","164646057.06"
"2016-06-18","754.14","758.11","781.15","727.13","743.9","95602119.55"
"2016-06-19","761.01","765.49","769.99","740.38","753.77","47701321.39"
"2016-06-20","734.44","735.39","768.83","717.41","761.04","86542705.99"
"2016-06-21","667.69","667.73","735","626.05","733.97","172502497.17"
"2016-06-22","592.25","601.94","679.85","580","667.38","134145720.3"
"2016-06-23","620.34","627.38","635","539.28","590.56","157125485.28"
"2016-06-24","657.16","672.2","762.24","616.41","620.84","132939628.69"
"2016-06-25","663.85","673.89","703.34","640.79","656.89","68969159.28"
"2016-06-26","625.67","630","676.21","609.9","663.52","57259376.92"
"2016-06-27","644.67","659.94","664.08","615.22","625.41","64565973.79"
"2016-06-28","645.1","649.32","664.86","634.26","644.66","51284014.54"
"2016-06-29","636.46","643.12","648.35","615.85","644.89","52208811.81"
"2016-06-30","669.91","671.52","675","631.24","636.54","59329885.07"
"2016-07-01","674.65","674","691.2","661.09","670.02","63809389.52"
"2016-07-02","697.92","702.31","703.95","671.46","674.57","47410320.82"
"2016-07-03","661.85","655.84","703.96","644.61","698.06","67633558.55"
"2016-07-04","675.04","675.79","684.73","644.04","661.64","43910109.89"
"2016-07-05","663.8","669.21","683.08","657.31","675.16","37293506.69"
"2016-07-06","672.74","677.1","681.99","662.24","663.67","32335780.03"
"2016-07-07","635.2","640.4","681.99","604.95","672.7","99464016.92"
"2016-07-08","662.53","671.44","671.93","630.17","635.25","50435313.91"
"2016-07-09","651.78","652","671.93","620.68","662.78","63299980.9"
"2016-07-10","647.12","650.47","655.65","636.8","651.83","19247419.74"
"2016-07-11","646.78","650.78","663.32","639.97","647.11","30455393.36"
"2016-07-12","670.45","666","675.98","644.56","646.71","44720356.03"
"2016-07-13","661.17","655.11","672.02","655.1","670.56","42420460.63"
"2016-07-14","657.32","662.99","665.92","646.31","661.15","32479567.54"
"2016-07-15","664.23","665.15","669","656.5","657.25","24583692.08"
"2016-07-16","660.78","665","669.1","655.72","664.2","13847464.09"
"2016-07-17","676.32","681.86","685","660.13","660.69","32245794.66"
"2016-07-18","670.59","674.79","686","664.61","676.33","29686217.54"
"2016-07-19","671.11","673.09","676.55","663.63","670.38","21071036.85"
"2016-07-20","664.58","666.16","676.15","659.51","671.1","26128609.64"
"2016-07-21","664.64","665.88","669.46","657.82","664.4","21704513.51"
"2016-07-22","651.27","651.15","669.44","644.55","664.62","44293041.92"
"2016-07-23","655.13","657.72","660","645.94","651.11","20010749.11"
"2016-07-24","659.33","663.37","668.44","651.03","655.16","20227257.42"
"2016-07-25","654.07","651.87","664.68","651.08","659.29","23127768.59"
"2016-07-26","654.34","650","659.1","642.5","654","32927029.68"
"2016-07-27","654.58","656.98","663.94","646.04","654.38","20717175.1"
"2016-07-28","654.21","656.08","661.1","650.81","654.54","19028679.72"
"2016-07-29","655.44","656.86","659.57","650.99","654.13","18410288.44"
"2016-07-30","654.75","655.72","658.18","651.9","655.43","13015609.5"
"2016-07-31","622.12","622.57","655.8","620","654.74","40789445.17"
"2016-08-01","607.35","602.55","627.89","601.01","621.87","42814118.65"
"2016-08-02","515.93","540","613.75","471.36","607","79686688.35"
"2016-08-03","565.25","569.82","573.06","514.09","513.43","49732864.42"
"2016-08-04","576.34","582.68","589","559.5","566.44","27307228.57"
"2016-08-05","574.65","575.64","584.41","565.81","576.22","16566129.22"
"2016-08-06","586.26","591.76","598","565.33","574.66","15289345.22"
"2016-08-07","590.93","595","607.51","570.11","586.45","16285618.95"
"2016-08-08","589.28","591.83","597.35","585","590.85","15280049.59"
"2016-08-09","585.35","586.22","592","581.1","589.24","15929533.74"
"2016-08-10","590.99","591","603.14","580.87","585.25","30481712.77"
"2016-08-11","588.04","588.01","599.98","585.39","590.94","24582255.48"
"2016-08-12","587.14","588.32","592.19","582.2","587.84","15564756.45"
"2016-08-13","584.65","584.82","590.79","581.1","587.14","11664030.91"
"2016-08-14","569.15","570.56","585.8","559.93","584.59","19549604.59"
"2016-08-15","566.99","566.52","575","559.28","569.06","19670023.92"
"2016-08-16","580.14","579.61","587.8","563.38","566.95","22336575.63"
"2016-08-17","572.38","573.28","581.1","568.66","580.19","19315113.89"
"2016-08-18","573.41","575.56","579.53","570.81","572.34","17861303.78"
"2016-08-19","574.57","572.9","577.99","566.25","573.39","15045556.74"
"2016-08-20","582.53","582.15","584","572.03","574.56","13689926.82"
"2016-08-21","580.69","581.53","586.12","577.52","582.61","8521107.06"
"2016-08-22","587.45","584.99","592.13","577.13","580.66","20126170.62"
"2016-08-23","583.57","583.38","589.87","578.61","587.47","19227003.85"
"2016-08-24","579.7","582.11","587.71","576.82","583.56","16648028.62"
"2016-08-25","577.84","576.94","582.25","569.89","579.66","19663934.32"
"2016-08-26","579.34","579.36","582.73","572.99","577.96","12518211.81"
"2016-08-27","570.4","570.22","580.41","564.27","579.37","11118763.27"
"2016-08-28","574.96","576.04","580.97","568.46","570.35","7700327.36"
"2016-08-29","574.33","575.49","582.01","570.47","574.98","14257167.76"
"2016-08-30","577.33","578.96","581.7","572.51","574.23","16312886.8"
"2016-08-31","573.87","574.22","578.83","569.42","577.32","14621792.42"
"2016-09-01","572","572","704.97","568.24","573.88","15435587.34"
"2016-09-02","575.2","575.02","577.6","565.56","571.99","15921931.5"
"2016-09-03","598.54","601","605.33","572.13","575.29","21813780.45"
"2016-09-04","609.51","609.74","616.68","590.78","598.84","19226862.42"
"2016-09-05","605.78","609.87","612.3","598.77","609.55","15812230.73"
"2016-09-06","610.41","612","614","603.55","605.76","15160774.81"
"2016-09-07","613.22","617.34","617.38","606.24","610.44","19056241.47"
"2016-09-08","625.58","630.04","635.62","611.25","613.21","23315123.61"
"2016-09-09","623.19","626.1","630.08","617.32","625.57","18070509"
"2016-09-10","624.56","624.89","629.24","621.07","623.16","9873840.65"
"2016-09-11","605.78","609.15","634.77","592.79","624.52","22961189.54"
"2016-09-12","608.02","611.11","613.54","603.03","605.61","17371373"
"2016-09-13","608.69","615.29","617","604.87","607.98","17300788.39"
"2016-09-14","609.64","613.97","616.85","606.39","608.61","15282517.18"
"2016-09-15","608.21","609.96","615.8","605.1","609.54","14219153.27"
"2016-09-16","607.82","608","613","605.15","608.11","13627320.61"
"2016-09-17","607.09","606.8","610.08","604.52","607.78","9922317.71"
"2016-09-18","610.72","611.99","614.51","605.22","607.08","10204187.28"
"2016-09-19","609.85","609.2","614.59","605.06","610.7","13360141.85"
"2016-09-20","609.23","603.95","612","603.8","609.85","14347955.52"
"2016-09-21","597.17","599.65","608.82","591.69","609.24","22648250.3"
"2016-09-22","595.67","595.7","600.76","592.83","597.16","13764224.54"
"2016-09-23","602.87","604.17","604.56","594.11","595.63","15871813.14"
"2016-09-24","602.64","604","607.63","600.5","602.92","8383455.01"
